dates,Title,File,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement
10 June 2022 12:00,"বৈশ্বিক সূচকে দেশের পরিবেশ, নিম্নমুখিতাকে ঊর্ধ্বগামী করতে হবে",ID-3399.txt,No,No,Yes,No,Real,Negative,Bangladesh,Environmental Pollution,General People,Environmental/Forestry Authority
21 May 2017 12:00,একদিন প্রতিদিন  Most Popular Bangla News ...,ID-3400.txt,No,No,No,No,Real,Negative,Bangladesh,Environmental Pollution,General People,Environmental/Forestry Authority
15 November 2020 12:00,বায়ু দূষণ রোধে পদক্ষেপ নেয়ার দাবিতে ঢাকায় মানববন্ধন,ID-3401.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,All,N/A
20 September 2020 12:00,পার্কে ফেলে যাওয়া ময়লা দর্শনার্থীদের বাড়ি বাড়ি পাঠাচ্ছে ...,ID-3409.txt,No,No,Yes,No,Real,Positive,Bangladesh,Climate Change,Government,Legal/Court
18 January 2024 17:34,দূষণ রোধে পরিবেশ অধিদপ্তরের ভূমিকা নিয়ে প্রশ্ন হাইকোর্টের,ID-3412.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,Government,Legal/Court
27 September 2023 15:29,"বললেন পরিবেশ উপমন্ত্রী কেন পরিবেশ দূষণ করা যাবে না, তা শিশুদের মগজে ঢুকিয়ে দিতে হবে",ID-3413.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,N/A,N/A
17 February 2022 13:21,শুধু আইন দিয়ে শিল্পের দূষণ থেকে পরিবেশ রক্ষা করা যাবে না,ID-3414.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Industries,Environmental/Forestry Authority
04 March 2024 00:49,ইস্ট ওয়েস্ট বিশ্ববিদ্যালয়ে প্লাস্টিক দূষণ নিয়ে সচেতনতামূলক অনুষ্ঠান,ID-3418.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority
18 January 2024 12:39,সমুদ্রে প্লাস্টিক দূষণ কমছে না কেন,ID-3421.txt,No,No,Yes,Yes,Real,Neutral,Global,Plastic Pollution,N/A,N/A
02 December 2023 06:55,"টাকা ব্যয় হয়, দূষণ কমে না",ID-3423.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court
27 November 2023 08:12,"দিল্লি দূষণ, বৃষ্টির আশায় রাজধানী",ID-3424.txt,No,No,Yes,Yes,Real,Problematic,India,Air Pollution,N/A,Scientists & Researcher
15 November 2023 14:02,দূষণ থেকে বাঁচতে দিল্লি ছেড়ে জয়পুরে সোনিয়া,ID-3425.txt,No,No,Yes,No,Real,Problematic,Bangladesh,Air Pollution,N/A,Other Authority
14 November 2023 10:38,দিল্লির দূষণ নিয়ে শুরু হয়েছে বিজেপি-আপ কাজিয়া,ID-3426.txt,Yes,No,No,No,Real,Neutral,India,Environmental Pollution,All,Legal/Court
12 October 2023 04:06,"ঢাকার দূষণ বাড়ছে, আজ ১০০ শহরের মধ্যে তৃতীয়",ID-3428.txt,No,Yes,No,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
25 June 2023 11:35,বাপার আলোচনা সভা প্লাস্টিক দূষণ রোধে তিনটি ‘আর’–এর ওপর জোর দিতে হবে,ID-3434.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Plastic Pollution,General People,Environmental/Forestry Authority
05 June 2023 20:25,আলোচনা সভা প্লাস্টিকের দূষণ বন্ধে সবাইকে এগিয়ে আসতে হবে,ID-3435.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,N/A,Environmental/Forestry Authority
16 May 2023 05:46,এক দিনের ব্যবধানে ঢাকার দূষণ বাড়ল অনেকটা,ID-3436.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Air Pollution,General People,Legal/Court
01 May 2023 03:30,"কক্সবাজারের ৫৩২ হোটেল-রিসোর্টে বর্জ্য ব্যবস্থাপনার প্ল্যান্ট নেই, বাড়ছে দূষণ",ID-3437.txt,No,No,Yes,No,Real,Negative,Bangladesh,Environmental Pollution,Government,Other Authority
23 April 2023 07:15,ঈদের পরদিন ঢাকার দূষণ অনেকটা কমল,ID-3438.txt,No,Yes,Yes,No,Real,Positive,Bangladesh,Environmental Pollution,N/A,N/A
17 April 2023 08:48,গরমের মধ্যে ঢাকার দূষণ আজ কেমন,ID-3439.txt,No,No,Yes,Yes,Real,Problematic,Bangladesh,Air Pollution,N/A,Scientists & Researcher
14 February 2023 04:32,বসন্তের প্রথম দিনে আজ ঢাকার দূষণ কেমন,ID-3441.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,N/A,Scientists & Researcher
28 December 2022 06:52,"মানিকগঞ্জের শিবালয় ব্যাটারি পুড়িয়ে সিসা, দিনে রাতে দূষণ",ID-3442.txt,No,No,No,No,Real,Neutral,Bangladesh,Environmental Pollution,Industries,N/A
12 October 2022 09:37,নারদ নদকে দখল-দূষণ থেকে রক্ষার দাবিতে মানববন্ধন,ID-3444.txt,No,No,No,No,Real,Positive,Bangladesh,Water Pollution,Dishonest people,Legal/Court
21 September 2022 16:41,"তরল বর্জ্যে শীতলক্ষ্যায় দূষণ, চার শিল্পপ্রতিষ্ঠানের গ্যাস, বিদ্যুৎ–সংযোগ বিচ্ছিন্ন",ID-3446.txt,No,No,Yes,No,Real,Positive,Bangladesh,Environmental Protection,Industries,Legal/Court
07 September 2022 13:12,সংবাদ সম্মেলন বুড়িগঙ্গার দূষণ বেশি হয় তিন উৎস থেকে,ID-3447.txt,No,No,No,No,Real,Neutral,Bangladesh,Water Pollution,Industries,N/A
13 July 2022 16:06,"সাভার চামড়া শিল্পনগর চামড়া আসা শুরু, দূষণ নিয়ে দুশ্চিন্তা",ID-3448.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Heavy Metal,Industries,Other Authority
24 June 2022 14:05,আখাউড়ায় সব খাল উদ্ধার ও দূষণ রোধের দাবিতে মানববন্ধন,ID-3449.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Authority,General people
31 May 2022 05:13,সংকট নিরসনে মনোযোগী হোন পাহাড়ে পানিতে দূষণ,ID-3450.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,N/A,Scientists & Researcher
29 May 2022 06:21,"তিন পার্বত্য জেলা উৎসের পানিতেও দূষণ, কষ্টে পাহাড়ের মানুষ",ID-3451.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,N/A,Scientists & Researcher
18 May 2022 16:26,"দূষণ-মানচিত্রে শীর্ষে ভারত, ২০১৯ সালে মৃত্যু ২৩ লাখ",ID-3452.txt,No,No,Yes,No,Real,Negative,India,Environmental Pollution,General People,Scientists & Researcher
25 October 2021 07:18,"মতামত সিসার দূষণ নিয়ে ভাবনা, আর না, আর না",ID-3460.txt,No,No,Yes,Yes,Real,Positive,India,Heavy Metal,Industries,Other Authority
28 April 2024 09:14,"পরিবেশ উপযোগী নয়, এমন গাছে ভরে আছে রাজধানী",ID-3463.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Foresty and Tree Plantation,N/A,Scientists & Researcher
04 March 2024 12:21,পরিবেশ সংরক্ষণের পাদপীঠ নতুন ক্যাম্পাস তুলে ধরল ব্র্যাক ইউনিভার্সিটি,ID-3468.txt,No,No,No,No,Real,Positive,Bangladesh,Foresty and Tree Plantation,N/A,Environmental/Forestry Authority
03 March 2024 11:29,‘ভবিষ্যৎ প্রজন্মের জন্য বাসযোগ্য পরিবেশ তৈরিতে রেড ক্রিসেন্ট অঙ্গীকারবদ্ধ’,ID-3469.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental  Protection,N/A,Other Authority
19 February 2024 12:28,"নবায়নযোগ্য বিদ্যুৎ, পরিচ্ছন্ন পরিবেশ: হাতিলের প্রতিশ্রুতি",ID-3472.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental  Protection,N/A,N/A
29 January 2024 12:47,সেন্ট মার্টিনে নির্মাণাধীন ১২টি রিসোর্টের বিরুদ্ধে পরিবেশ অধিদপ্তরের মামলা,ID-3474.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court
07 January 2024 04:00,"পরিবেশ নিয়ে কাজের স্বীকৃতি, পেয়েছেন ২ হাজার ডলার",ID-3478.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental  Protection,N/A,N/A
15 December 2023 02:42,বৃক্ষপ্রেমী সেরাজুল পরিবেশ রক্ষায় অনুপ্রেরণা,ID-3481.txt,No,No,No,No,Real,Positive,Bangladesh,Foresty and Tree Plantation,Authority,Environmental/Forestry Authority
10 November 2023 16:07,লাঠিটিলায় সাফারি পার্ক প্রকল্প বাতিলের দাবি ১৮ পরিবেশ ও অধিকারকর্মীর,ID-3487.txt,Yes,No,No,No,Real,Positive,Bangladesh,Wildlife,Authority,Environmental/Forestry Authority
08 November 2023 14:56,পরিবেশ সুরক্ষায় চিংড়িমহালের ফাঁকা স্থানে গাছ লাগান: ভূমিমন্ত্রী,ID-3488.txt,Yes,No,No,No,Real,Positive,Bangladesh,Foresty and Tree Plantation,N/A,Governent
21 October 2023 02:49,টাঙ্গুয়ার হাওর প্রাণবৈচিত্র্য ও পরিবেশ রক্ষা করুন,ID-3494.txt,Yes,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Authority,N/A
18 September 2023 16:30,মতামত পরিবেশ নিয়ে ভাবনা কি গরিবের ঘোড়ারোগ,ID-3498.txt,No,No,Yes,No,Real,Problematic,Global,Environmental Pollution,World power,N/A
26 June 2019 06:30,বায়ু দূষণ: তিন রেডিমিক্স কারখানাকে জরিমানা,ID-35.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,Industries,Crime/Police
22 August 2023 15:57,বেপরোয়া সম্পদ আহরণের কারণে পার্বত্য চট্টগ্রামের পরিবেশ নষ্ট হচ্ছে: পার্বত্যসচিব,ID-3503.txt,Yes,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Industries,Governent
13 July 2023 10:20,প্রথমবারের মতো অনুষ্ঠিত হতে যাচ্ছে জাতীয় পরিবেশ অলিম্পিয়াড,ID-3511.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,Other Authority
09 June 2023 16:56,"আগে পরিবেশ, পরে উন্নয়ন",ID-3514.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,N/A
09 June 2023 16:48,পরিবেশ-প্রকৃতি ধ্বংস করা মুক্তিযুদ্ধের চেতনাবিরোধী কাজ: সুলতানা কামাল,ID-3515.txt,Yes,No,No,No,Problematic,Negative,Bangladesh,Climate Change,All,Environmental/Forestry Authority
09 June 2023 00:15,চিঠিপত্র পলিথিন ও প্লাস্টিক বন্ধ হলে বাঁচবে পরিবেশ,ID-3516.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,All,N/A
05 June 2023 12:50,আজ বিশ্ব পরিবেশ দিবস,ID-3518.txt,No,No,Yes,Yes,Real,Neutral,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
05 June 2023 11:20,"আইন–অধিকার পরিবেশ রক্ষায় আইনের দুর্বলতা, প্রয়োগেও শিথিলতা",ID-3520.txt,No,No,No,No,Real,Problematic,Bangladesh,Environmental Protection,General People,Legal/Court
05 June 2023 01:00,চিঠিপত্র পরিবেশ রক্ষায় আমাদের দায়িত্বশীল হতে হবে,ID-3521.txt,Yes,No,No,No,Real,Positive,Bangladesh,Climate Change,All,General people
04 June 2023 15:35,"আগামীকাল বিশ্ব পরিবেশ দিবস প্লাস্টিকের ব্যবহার কমাই, বাঁচাই পরিবেশ",ID-3522.txt,No,Yes,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority
12 April 2023 05:39,প্রতিক্রিয়া পরিবেশ সুরক্ষায় বৃক্ষের অবদান যেন ভুলে না যাই,ID-3529.txt,No,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,N/A,N/A
21 March 2023 06:48,"সুন্দরবন থেকে রাজস্ব আহরণ বাড়ছে, পর্যটনের চাপে হুমকিতে পরিবেশ",ID-3534.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Forestry and Tree Plantation,Authority,Environmental/Forestry Authority
05 March 2023 02:44,ইটভাটায় সবুজের সমারোহ প্রশাসন ও পরিবেশ অধিদপ্তরকে অভিনন্দন,ID-3539.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Authority,General people
28 February 2023 06:20,ঘোড়ার আগে গাড়ির পেছনে ছুটছে পরিবেশ অধিদপ্তর,ID-3541.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,N/A,Environmental/Forestry Authority
23 February 2023 13:00,প্লাস্টিকের ভয়াবহতা ও পরিবেশ সুরক্ষার বার্তা নিয়ে ভারতীয় তরুণ বাংলাদেশে,ID-3543.txt,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,N/A,N/A
01 February 2023 02:26,মির্জাপুরের টিলা ও ইটভাটা পরিবেশ রক্ষায় সর্বোচ্চ গুরুত্ব দেওয়া হোক,ID-3547.txt,No,No,No,No,Real,Neutral,Bangladesh,Soil Pollution,Industries,N/A
29 January 2023 17:57,শিশুদের জন্য নিরাপদ পরিবেশ গড়ে তোলার আহ্বান রাষ্ট্রপতির,ID-3548.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,All,Government
26 January 2023 12:52,গোদাগাড়ীর ইউএনওর বিরুদ্ধে পরিবেশ আদালতে মামলা,ID-3549.txt,No,No,Yes,No,Real,Problematic,Bangladesh,Environmental Protection,Authority,Legal/Court
21 January 2023 13:28,"যাঁরা যত বেশি ধনবান, তাঁরা বেশি পরিবেশ নষ্ট করেন: উপমন্ত্রী হাবিবুন নাহার",ID-3550.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Government
20 January 2023 07:09,"বরগুনা ইটভাটায় পুড়ছে কাঠ, হুমকিতে পরিবেশ",ID-3551.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,Industries,Legal/Court
18 January 2023 09:30,মৃত ব্যক্তির নামে টিলা কাটার অভিযোগে পরিবেশ অধিদপ্তরের নোটিশ,ID-3552.txt,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Dishonest people,Environmental/Forestry Authority
17 January 2023 19:12,পরিবেশ ছাড়পত্র না নিয়ে নির্মাণকাজ করায় ৯ ভবনমালিককে জরিমানা,ID-3553.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Environmental/Forestry Authority
13 January 2023 16:21,রাজনৈতিকভাবে ক্ষমতাবানেরাই পরিবেশ ধ্বংস করছে: রেহমান সোবহান,ID-3555.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Scientists & Researcher
15 February 2020 02:33,যত্রতত্র ফেলা প্লাস্টিকে বিপর্যস্ত বান্দরবানের প্রাকৃতিক পরিবেশ,ID-356.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,N/A
02 December 2022 13:34,পরিবেশ সুরক্ষায় ২৫ কোটি ডলার ঋণ দিচ্ছে বিশ্বব্যাংক,ID-3562.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,Other Authority
28 November 2022 03:00,পরিবেশ বাঁচানোর বার্তা নিয়ে ভারতের তরুণ বাংলাদেশে,ID-3564.txt,No,No,No,No,Real,Positive,India,Environmental Protection,General People,Other Authority
14 November 2022 08:18,পরিবেশ রক্ষার ‘আইডিয়া’ দিয়ে শিক্ষার্থীরা পেলেন পুরস্কার,ID-3566.txt,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,N/A,N/A
08 November 2022 07:43,সীতাকুণ্ডে জাহাজভাঙা কারখানা বনভূমিতে কারখানা করতে ছাড়পত্র পরিবেশ দপ্তরের,ID-3567.txt,No,No,No,No,Real,Neutral,Bangladesh,Forestry and Tree Plantation,Industries,Legal/Court
04 November 2022 07:24,পরিবেশ সুরক্ষায় সিরাজুলের বিচিত্র ‘বোতল নৌকা’,ID-3569.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority
03 November 2022 02:28,ধামরাইয়ে সিসা-কয়লা কারখানা পরিবেশ সুরক্ষায় পদক্ষেপ নিন,ID-3570.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Government,Legal/Court
01 November 2022 16:43,‘পরিবেশ ও জনস্বাস্থ্য রক্ষায় সিলেটের পাথরকোয়ারিগুলো বন্ধ রাখা উচিত’,ID-3572.txt,Yes,No,No,No,Real,Problematic,Bangladesh,Environmental Protection,Dishonest people,General people
17 October 2022 20:14,"বিষাক্ত বাতাস, বিষাক্ত পরিবেশ: ফেসবুকে ক্ষোভ সোহেল তাজের",ID-3575.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,Dishonest people,General people
30 September 2022 13:15,পরিবেশ–যুদ্ধের সেনানী,ID-3579.txt,No,No,No,No,Real,Positive,India,Environmental Protection,N/A,Other Authority
27 September 2022 09:52,কাপাসিয়ায় কয়লা তৈরির চুল্লি ভেঙে দিয়েছে পরিবেশ অধিদপ্তর,ID-3580.txt,No,No,No,Yes,Real,Problematic,Bangladesh,Environmental Pollution,Government,Legal/Court
15 September 2022 10:49,সরকারি পাহাড় কেটে মাটি বিক্রির সত্যতা পেয়েছে পরিবেশ অধিদপ্তর,ID-3581.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,NGO
22 August 2022 11:45,শামীমের ভাবনায় পরিবেশ ও জলবায়ু,ID-3585.txt,No,No,No,No,Real,Positive,Bangladesh,Climate Change,N/A,Environmental/Forestry Authority
01 August 2022 13:58,"‘জাতীয় পরিবেশ পদক ২০২২’ অর্জন, দূষণমুক্ত বাংলাদেশের প্রত্যাশায় কনকর্ড গ্রুপ",ID-3589.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,All,Scientists & Researcher
02 May 2024 19:51,অবশেষে ৪০ ডিগ্রির নীচে কলকাতার পারদ! কত ছিল বৃহস্পতিবারের তাপমাত্রা? আরও কমবে কি?,ID-359.txt,No,Yes,Yes,Yes,Maybe Real,Neutral,India,Global Warming,N/A,Scientists
27 July 2022 04:34,শিল্পকারখানার বর্জ্য নদী ও পরিবেশ ধ্বংস করে উৎপাদন নয়,ID-3591.txt,No,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Industries,N/A
20 March 2021 16:40,"এলিফ্যান্ট রোডে বেশি দূষণ, তাজমহল রোডে কম",ID-3592.txt,No,No,Yes,No,Real,Positive,Bangladesh,Air Pollution,N/A,Environmental/Forestry Authority
15 March 2021 11:20,নাটোরে ইটভাটার দূষণ বন্ধের দাবি তোলায় যুবককে পিটিয়ে জখম,ID-3595.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Crime/Police
14 March 2021 15:43,"সিলেটে ‘নদীপ্রেমী সমাবেশ’, দখল-দূষণ ঠেকাতে ১০ দফা দাবি",ID-3596.txt,No,No,No,No,Real,Positive,Bangladesh,Water Pollution,N/A,N/A
06 March 2021 04:59,কালো ধোঁয়ার দূষণ বন্ধে নীরব সরকারি সংস্থাগুলো,ID-3599.txt,Yes,Yes,Yes,No,Real,Positive,Bangladesh,Air Pollution,Government,N/A
01 February 2024 10:19,আজও বিশ্বের সবচেয়ে দূষিত বাতাস ঢাকার,ID-36.txt,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
26 June 2022 15:31,নাগরিক সংলাপে বক্তারা আর্টিশনাল মৎস্যজীবীদের অসচেতনতায় সমুদ্রের পরিবেশ দূষিত হচ্ছে,ID-3600.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,General People,Environmental/Forestry Authority
09 June 2022 01:00,চিঠিপত্র বিশ্ব পরিবেশ দিবস কি রসিকতা দিবস?,ID-3607.txt,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,Government,Environmental/Forestry Authority
29 April 2024 18:25,"ভোটপ্রচারে গাছ লাগিয়ে শাসকদলকে খোঁচা হিরণের, তৃণমূল বলল, ‘বিজেপির কাছে শিখব না’",ID-361.txt,Yes,No,No,No,Problematic,Positive,India,Environmental Pollution,Goverment,N/A
09 June 2022 05:27,বিশ্ব পরিবেশ দিবস পরিবেশ রক্ষায় কাজ করতে হবে সবাইকে,ID-3613.txt,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,N/A,Other Authority
05 June 2022 00:00,মতামত বিশ্ব পরিবেশ দিবস: শুধু একটাই পৃথিবী,ID-3614.txt,No,No,Yes,Yes,Real,Positive,Global,Environmental Protection,All,UN
30 May 2022 04:47,শতবর্ষী ছড়া ভরাট কক্সবাজারের পরিবেশ এভাবে ধ্বংস হবে?,ID-3615.txt,No,No,No,No,Real,Problematic,Bangladesh,Environmental Pollution,Authority,N/A
14 May 2022 16:03,সিইউএসের আলোচনা নগরের পরিবেশ রক্ষায় উদ্যোগ নেই,ID-3617.txt,No,No,No,No,Real,Positive,Bangladesh,Climate Change,N/A,N/A
28 April 2024 06:47,ঝিল সংক্রান্ত মুখ্যসচিবের হলফনামা নিয়ে ফের প্রশ্ন আদালতের,ID-362.txt,Yes,No,No,No,Real,Positive,India,Water Resource Pollution,Goverment,Legal/Court
17 January 2021 03:00,শীত ও বাতাসের দূষণ বাড়ছে একসঙ্গে,ID-3620.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,N/A,N/A
20 April 2022 16:24,পরিবেশ অধিদপ্তরের মহাপরিচালকসহ পাঁচ জেলা প্রশাসককে হাইকোর্টের তলব,ID-3622.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,Authority,Legal/Court
28 March 2022 05:29,প্রাকৃতিক বনাঞ্চল প্রাণ ও পরিবেশ ধ্বংস করে উন্নয়ন নয়,ID-3629.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Wildlife,General People,Legal/Court
26 April 2024 05:01,"‘ভয়ানক পরিস্থিতি’, হাওড়ার আবর্জনার ছবি দেখে মন্তব্য কোর্টের",ID-363.txt,Yes,No,No,No,Real,Positive,India,Environmental Pollution,Goverment,Legal/Court
01 December 2020 11:03,সরকারি কর্মকর্তাদের নির্লিপ্ততায় নদী দখল-দূষণ হচ্ছে,ID-3640.txt,No,No,No,No,Real,Neutral,Bangladesh,Water Pollution,Dishonest people,N/A
21 November 2021 14:31,স্বপ্রণোদিত হয়ে পরিবেশ অধিদপ্তরকে তদন্তের নির্দেশ দিলেন আদালত,ID-3651.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court
29 October 2021 15:59,অনুষ্ঠানে বিশিষ্টজনেরা নতুন প্রজন্মকে পরিবেশ রক্ষার বিষয়টি শেখানোর দায়িত্ব সবার,ID-3659.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority
24 October 2021 15:57,কক্সবাজারের পরিবেশ রক্ষা ও সৈকত দখলমুক্তির দাবিতে ‘মানবপ্রাচীর’,ID-3662.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Environmental/Forestry Authority
20 October 2021 12:30,মতামত পরিবেশ ইস্যুতে অস্তিত্ব সংকটে পাকিস্তান,ID-3666.txt,No,No,No,No,Real,Neutral,Others,Climate Change,Authority,N/A
19 September 2020 04:52,হাইকোর্টের রায় বাস্তবায়ন করতেই হবে বুড়িগঙ্গার দূষণ রোধ,ID-3667.txt,No,No,No,No,Real,Problematic,Bangladesh,Water Pollution,All,Legal/Court
04 October 2021 17:15,রোহিঙ্গারা পুরো পরিবেশ নষ্ট করছে: প্রধানমন্ত্রী শেখ হাসিনা,ID-3669.txt,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Authority,Government
03 October 2021 14:12,কুলাউড়ার ডলুছড়া খাসিয়াদের জীবন ও পরিবেশ সুরক্ষার জন্য ১৩ বিশিষ্ট নাগরিকের চিঠি,ID-3670.txt,No,No,No,No,Real,Negative,Bangladesh,Forestry and Tree Plantation,General People,Environmental/Forestry Authority
12 August 2021 05:30,খেলার মাঠ যখন জলাশয় রানীনগরে খেলার পরিবেশ ফিরিয়ে আনুন,ID-3676.txt,No,No,No,No,Real,Positive,India,Water Resource Pollution,Dishonest people,Government
16 July 2021 12:00,বেলজিয়াম পরিবেশ গবেষণায় সহায়তা দিতে পারে: তথ্যমন্ত্রী,ID-3678.txt,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,N/A,Government
27 June 2020 03:55,ঢাকায় দূষণ কমে বায়ুমানের উন্নতি,ID-3680.txt,No,Yes,No,No,Real,Neutral,Bangladesh,Air Pollution,N/A,N/A
22 June 2021 16:20,হাকালুকি হাওরে গাছ কাটার ঘটনায় পরিবেশ অধিদপ্তরের মামলা,ID-3681.txt,No,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Government,Legal/Court
13 June 2021 10:00,পরিবেশ রক্ষায় তরুণদের ভাবনা,ID-3682.txt,No,No,No,No,Real,Positive,Global,Environmental Protection,General People,Environmental/Forestry Authority
05 June 2021 13:55,পরিবেশ দিবসে আলোচনায় পরিবেশ ধ্বংসে জড়িত জনপ্রতিনিধিদের অপসারণে আইন দরকার,ID-3686.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,All,Other Authority
04 June 2021 16:45,পরিবেশ রক্ষায় জাগরণের আহ্বান,ID-3688.txt,No,No,No,No,Real,Positive,India,Climate Change,General People,Environmental/Forestry Authority
01 June 2021 11:20,ছাড়পত্রে দেরি করলে পরিবেশ অধিদপ্তরের সম্মতি ছাড়াই কাজ শুরু,ID-3689.txt,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Authority,Government
09 May 2021 10:52,উন্নয়নের নামে পরিবেশ ধ্বংস হচ্ছে: বিআইপি,ID-3690.txt,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Forestry and Tree Plantation,Government,Environmental/Forestry Authority
01 February 2021 14:46,অপরিকল্পিত শিল্পায়নের ফলে হবিগঞ্জের পরিবেশ বিপর্যয়ের মুখে,ID-3708.txt,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,General People,Legal/Court
17 January 2021 01:48,পরিবেশ রক্ষার তির,ID-3711.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Wildlife,N/A,Other Authority
07 February 2020 06:17,সাগরে যেভাবে মারাত্মক দূষণ,ID-3715.txt,No,Yes,Yes,Yes,Real,Negative,Global,Plastic Pollution,General People,Environmental/Forestry Authority
05 February 2020 07:05,বুড়িগঙ্গায় দূষণ: চার প্রতিষ্ঠানকে জরিমানা,ID-3716.txt,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Resource Pollution,Industries,Legal/Court
23 December 2020 07:54,তিউনিসিয়া পরিবেশ আইন ভেঙে গ্রেপ্তার পরিবেশমন্ত্রী,ID-3717.txt,No,No,No,No,Real,Neutral,Others,Environmental Pollution,Dishonest people,Legal/Court
22 December 2020 09:44,গবেষণা প্রতিবেদন প্লাস্টিকের দূষণচক্রে নদী-মাছ-পরিবেশ,ID-3718.txt,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,General People,N/A
09 December 2020 16:39,নবাবগঞ্জে চারটি ইটভাটা ভেঙে দিল পরিবেশ অধিদপ্তর,ID-3720.txt,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court
