dates,Title,Files,Not OK?,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement,Comments,Done,Annotator
05 March 2023 02:44,ইটভাটায় সবুজের সমারোহ প্রশাসন ও পরিবেশ অধিদপ্তরকে অভিনন্দন,ID-3539.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Authority,General people,,No,
28 February 2023 06:20,ঘোড়ার আগে গাড়ির পেছনে ছুটছে পরিবেশ অধিদপ্তর,ID-3541.txt,False,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,,Environmental/Forestry Authority,,No,
23 February 2023 13:00,প্লাস্টিকের ভয়াবহতা ও পরিবেশ সুরক্ষার বার্তা নিয়ে ভারতীয় তরুণ বাংলাদেশে,ID-3543.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,,,,No,
01 February 2023 02:26,মির্জাপুরের টিলা ও ইটভাটা পরিবেশ রক্ষায় সর্বোচ্চ গুরুত্ব দেওয়া হোক,ID-3547.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Soil Pollution,Industries,,,No,
29 January 2023 17:57,শিশুদের জন্য নিরাপদ পরিবেশ গড়ে তোলার আহ্বান রাষ্ট্রপতির,ID-3548.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,All,Government,,No,
26 January 2023 12:52,গোদাগাড়ীর ইউএনওর বিরুদ্ধে পরিবেশ আদালতে মামলা,ID-3549.txt,False,No,No,Yes,No,Real,Problematic,Bangladesh,Environmental Protection,Authority,Legal/Court,,No,
21 January 2023 13:28,"যাঁরা যত বেশি ধনবান, তাঁরা বেশি পরিবেশ নষ্ট করেন: উপমন্ত্রী হাবিবুন নাহার",ID-3550.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Government,,No,
20 January 2023 07:09,"বরগুনা ইটভাটায় পুড়ছে কাঠ, হুমকিতে পরিবেশ",ID-3551.txt,False,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,Industries,Legal/Court,,No,
18 January 2023 09:30,মৃত ব্যক্তির নামে টিলা কাটার অভিযোগে পরিবেশ অধিদপ্তরের নোটিশ,ID-3552.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Dishonest people,Environmental/Forestry Authority,,No,
17 January 2023 19:12,পরিবেশ ছাড়পত্র না নিয়ে নির্মাণকাজ করায় ৯ ভবনমালিককে জরিমানা,ID-3553.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Environmental/Forestry Authority,,No,
13 January 2023 16:21,রাজনৈতিকভাবে ক্ষমতাবানেরাই পরিবেশ ধ্বংস করছে: রেহমান সোবহান,ID-3555.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Scientists & Researcher,,No,
15 February 2020 02:33,যত্রতত্র ফেলা প্লাস্টিকে বিপর্যস্ত বান্দরবানের প্রাকৃতিক পরিবেশ,ID-356.txt,False,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,,,No,
02 December 2022 13:34,পরিবেশ সুরক্ষায় ২৫ কোটি ডলার ঋণ দিচ্ছে বিশ্বব্যাংক,ID-3562.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,,Other Authority,,No,
28 November 2022 03:00,পরিবেশ বাঁচানোর বার্তা নিয়ে ভারতের তরুণ বাংলাদেশে,ID-3564.txt,False,No,No,No,No,Real,Positive,India,Environmental Protection,General People,Other Authority,,No,
14 November 2022 08:18,পরিবেশ রক্ষার ‘আইডিয়া’ দিয়ে শিক্ষার্থীরা পেলেন পুরস্কার,ID-3566.txt,False,No,No,No,No,Real,Positive,Bangladesh,Natural Disaster,,,,No,
08 November 2022 07:43,সীতাকুণ্ডে জাহাজভাঙা কারখানা বনভূমিতে কারখানা করতে ছাড়পত্র পরিবেশ দপ্তরের,ID-3567.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Forestry and Tree Plantation,Industries,Legal/Court,,No,
04 November 2022 07:24,পরিবেশ সুরক্ষায় সিরাজুলের বিচিত্র ‘বোতল নৌকা’,ID-3569.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority,,No,
03 November 2022 02:28,ধামরাইয়ে সিসা-কয়লা কারখানা পরিবেশ সুরক্ষায় পদক্ষেপ নিন,ID-3570.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Government,Legal/Court,,No,
01 November 2022 16:43,‘পরিবেশ ও জনস্বাস্থ্য রক্ষায় সিলেটের পাথরকোয়ারিগুলো বন্ধ রাখা উচিত’,ID-3572.txt,False,Yes,No,No,No,Real,Problematic,Bangladesh,Environmental Protection,Dishonest people,General people,,No,
17 October 2022 20:14,"বিষাক্ত বাতাস, বিষাক্ত পরিবেশ: ফেসবুকে ক্ষোভ সোহেল তাজের",ID-3575.txt,False,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,Dishonest people,General people,,No,
30 September 2022 13:15,পরিবেশ–যুদ্ধের সেনানী,ID-3579.txt,False,No,No,No,No,Real,Positive,India,Environmental Protection,,Other Authority,,No,
27 September 2022 09:52,কাপাসিয়ায় কয়লা তৈরির চুল্লি ভেঙে দিয়েছে পরিবেশ অধিদপ্তর,ID-3580.txt,False,No,No,No,Yes,Real,Problematic,Bangladesh,Environmental Pollution,Government,Legal/Court,,No,
15 September 2022 10:49,সরকারি পাহাড় কেটে মাটি বিক্রির সত্যতা পেয়েছে পরিবেশ অধিদপ্তর,ID-3581.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,,NGO,,No,
22 August 2022 11:45,শামীমের ভাবনায় পরিবেশ ও জলবায়ু,ID-3585.txt,False,No,No,No,No,Real,Positive,Bangladesh,Climate Change,,Environmental/Forestry Authority,,No,
01 August 2022 13:58,"‘জাতীয় পরিবেশ পদক ২০২২’ অর্জন, দূষণমুক্ত বাংলাদেশের প্রত্যাশায় কনকর্ড গ্রুপ",ID-3589.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,All,Scientists & Researcher,,No,
02 May 2024 19:51,অবশেষে ৪০ ডিগ্রির নীচে কলকাতার পারদ! কত ছিল বৃহস্পতিবারের তাপমাত্রা? আরও কমবে কি?,ID-359.txt,False,No,Yes,Yes,Yes,Maybe Real,Neutral,India,Global Warming,,Scientists,,No,
27 July 2022 04:34,শিল্পকারখানার বর্জ্য নদী ও পরিবেশ ধ্বংস করে উৎপাদন নয়,ID-3591.txt,False,No,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Industries,,,No,
20 March 2021 16:40,"এলিফ্যান্ট রোডে বেশি দূষণ, তাজমহল রোডে কম",ID-3592.txt,False,No,No,Yes,No,Real,Positive,Bangladesh,Air Pollution,,Environmental/Forestry Authority,,No,
15 March 2021 11:20,নাটোরে ইটভাটার দূষণ বন্ধের দাবি তোলায় যুবককে পিটিয়ে জখম,ID-3595.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Crime/Police,,No,
14 March 2021 15:43,"সিলেটে ‘নদীপ্রেমী সমাবেশ’, দখল-দূষণ ঠেকাতে ১০ দফা দাবি",ID-3596.txt,False,No,No,No,No,Real,Positive,Bangladesh,Water Pollution,,,,No,
06 March 2021 04:59,কালো ধোঁয়ার দূষণ বন্ধে নীরব সরকারি সংস্থাগুলো,ID-3599.txt,False,Yes,Yes,Yes,No,Real,Positive,Bangladesh,Air Pollution,Government,,,No,
01 February 2024 10:19,আজও বিশ্বের সবচেয়ে দূষিত বাতাস ঢাকার,ID-36.txt,False,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,,,,No,
26 June 2022 15:31,নাগরিক সংলাপে বক্তারা আর্টিশনাল মৎস্যজীবীদের অসচেতনতায় সমুদ্রের পরিবেশ দূষিত হচ্ছে,ID-3600.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,General People,Environmental/Forestry Authority,,No,
09 June 2022 01:00,চিঠিপত্র বিশ্ব পরিবেশ দিবস কি রসিকতা দিবস?,ID-3607.txt,False,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,Government,Environmental/Forestry Authority,,No,
29 April 2024 18:25,"ভোটপ্রচারে গাছ লাগিয়ে শাসকদলকে খোঁচা হিরণের, তৃণমূল বলল, ‘বিজেপির কাছে শিখব না’",ID-361.txt,False,Yes,No,No,No,Problematic,Positive,India,Environmental Pollution,Goverment,,,No,
09 June 2022 05:27,বিশ্ব পরিবেশ দিবস পরিবেশ রক্ষায় কাজ করতে হবে সবাইকে,ID-3613.txt,False,No,No,No,No,Real,Positive,Bangladesh,Air Pollution,,Other Authority,,No,
05 June 2022 00:00,মতামত বিশ্ব পরিবেশ দিবস: শুধু একটাই পৃথিবী,ID-3614.txt,False,No,No,Yes,Yes,Real,Positive,Global,Environmental Protection,All,UN,,No,
30 May 2022 04:47,শতবর্ষী ছড়া ভরাট কক্সবাজারের পরিবেশ এভাবে ধ্বংস হবে?,ID-3615.txt,False,No,No,No,No,Real,Problematic,Bangladesh,Environmental Pollution,Authority,,,No,
14 May 2022 16:03,সিইউএসের আলোচনা নগরের পরিবেশ রক্ষায় উদ্যোগ নেই,ID-3617.txt,False,No,No,No,No,Real,Positive,Bangladesh,Climate Change,,,,No,
28 April 2024 06:47,ঝিল সংক্রান্ত মুখ্যসচিবের হলফনামা নিয়ে ফের প্রশ্ন আদালতের,ID-362.txt,False,Yes,No,No,No,Real,Positive,India,Water Resource Pollution,Goverment,Legal/Court,,No,
17 January 2021 03:00,শীত ও বাতাসের দূষণ বাড়ছে একসঙ্গে,ID-3620.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,,,,No,
20 April 2022 16:24,পরিবেশ অধিদপ্তরের মহাপরিচালকসহ পাঁচ জেলা প্রশাসককে হাইকোর্টের তলব,ID-3622.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,Authority,Legal/Court,,No,
28 March 2022 05:29,প্রাকৃতিক বনাঞ্চল প্রাণ ও পরিবেশ ধ্বংস করে উন্নয়ন নয়,ID-3629.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Wildlife,General People,Legal/Court,,No,
26 April 2024 05:01,"‘ভয়ানক পরিস্থিতি’, হাওড়ার আবর্জনার ছবি দেখে মন্তব্য কোর্টের",ID-363.txt,False,Yes,No,No,No,Real,Positive,India,Environmental Pollution,Goverment,Legal/Court,,No,
01 December 2020 11:03,সরকারি কর্মকর্তাদের নির্লিপ্ততায় নদী দখল-দূষণ হচ্ছে,ID-3640.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Water Pollution,Dishonest people,,,No,
21 November 2021 14:31,স্বপ্রণোদিত হয়ে পরিবেশ অধিদপ্তরকে তদন্তের নির্দেশ দিলেন আদালত,ID-3651.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court,,No,
29 October 2021 15:59,অনুষ্ঠানে বিশিষ্টজনেরা নতুন প্রজন্মকে পরিবেশ রক্ষার বিষয়টি শেখানোর দায়িত্ব সবার,ID-3659.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority,,No,
24 October 2021 15:57,কক্সবাজারের পরিবেশ রক্ষা ও সৈকত দখলমুক্তির দাবিতে ‘মানবপ্রাচীর’,ID-3662.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,General People,Environmental/Forestry Authority,,No,
20 October 2021 12:30,মতামত পরিবেশ ইস্যুতে অস্তিত্ব সংকটে পাকিস্তান,ID-3666.txt,False,No,No,No,No,Real,Neutral,Others,Climate Change,Authority,,,No,
19 September 2020 04:52,হাইকোর্টের রায় বাস্তবায়ন করতেই হবে বুড়িগঙ্গার দূষণ রোধ,ID-3667.txt,False,No,No,No,No,Real,Problematic,Bangladesh,Water Pollution,All,Legal/Court,,No,
04 October 2021 17:15,রোহিঙ্গারা পুরো পরিবেশ নষ্ট করছে: প্রধানমন্ত্রী শেখ হাসিনা,ID-3669.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Authority,Government,,No,
03 October 2021 14:12,কুলাউড়ার ডলুছড়া খাসিয়াদের জীবন ও পরিবেশ সুরক্ষার জন্য ১৩ বিশিষ্ট নাগরিকের চিঠি,ID-3670.txt,False,No,No,No,No,Real,Negative,Bangladesh,Forestry and Tree Plantation,General People,Environmental/Forestry Authority,,No,
12 August 2021 05:30,খেলার মাঠ যখন জলাশয় রানীনগরে খেলার পরিবেশ ফিরিয়ে আনুন,ID-3676.txt,False,No,No,No,No,Real,Positive,India,Water Resource Pollution,Dishonest people,Government,,No,
16 July 2021 12:00,বেলজিয়াম পরিবেশ গবেষণায় সহায়তা দিতে পারে: তথ্যমন্ত্রী,ID-3678.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,,Government,,No,
27 June 2020 03:55,ঢাকায় দূষণ কমে বায়ুমানের উন্নতি,ID-3680.txt,False,No,Yes,No,No,Real,Neutral,Bangladesh,Air Pollution,,,,No,
22 June 2021 16:20,হাকালুকি হাওরে গাছ কাটার ঘটনায় পরিবেশ অধিদপ্তরের মামলা,ID-3681.txt,False,No,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Government,Legal/Court,,No,
13 June 2021 10:00,পরিবেশ রক্ষায় তরুণদের ভাবনা,ID-3682.txt,False,No,No,No,No,Real,Positive,Global,Environmental Protection,General People,Environmental/Forestry Authority,,No,
05 June 2021 13:55,পরিবেশ দিবসে আলোচনায় পরিবেশ ধ্বংসে জড়িত জনপ্রতিনিধিদের অপসারণে আইন দরকার,ID-3686.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,All,Other Authority,,No,
04 June 2021 16:45,পরিবেশ রক্ষায় জাগরণের আহ্বান,ID-3688.txt,False,No,No,No,No,Real,Positive,India,Climate Change,General People,Environmental/Forestry Authority,,No,
01 June 2021 11:20,ছাড়পত্রে দেরি করলে পরিবেশ অধিদপ্তরের সম্মতি ছাড়াই কাজ শুরু,ID-3689.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Authority,Government,,No,
09 May 2021 10:52,উন্নয়নের নামে পরিবেশ ধ্বংস হচ্ছে: বিআইপি,ID-3690.txt,False,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Forestry and Tree Plantation,Government,Environmental/Forestry Authority,,No,
01 February 2021 14:46,অপরিকল্পিত শিল্পায়নের ফলে হবিগঞ্জের পরিবেশ বিপর্যয়ের মুখে,ID-3708.txt,False,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,General People,Legal/Court,,No,
17 January 2021 01:48,পরিবেশ রক্ষার তির,ID-3711.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Wildlife,,Other Authority,,No,
07 February 2020 06:17,সাগরে যেভাবে মারাত্মক দূষণ,ID-3715.txt,False,No,Yes,Yes,Yes,Real,Negative,Global,Plastic Pollution,General People,Environmental/Forestry Authority,,No,
05 February 2020 07:05,বুড়িগঙ্গায় দূষণ: চার প্রতিষ্ঠানকে জরিমানা,ID-3716.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Resource Pollution,Industries,Legal/Court,,No,
23 December 2020 07:54,তিউনিসিয়া পরিবেশ আইন ভেঙে গ্রেপ্তার পরিবেশমন্ত্রী,ID-3717.txt,False,No,No,No,No,Real,Neutral,Others,Environmental Pollution,Dishonest people,Legal/Court,,No,
22 December 2020 09:44,গবেষণা প্রতিবেদন প্লাস্টিকের দূষণচক্রে নদী-মাছ-পরিবেশ,ID-3718.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,General People,,,No,
09 December 2020 16:39,নবাবগঞ্জে চারটি ইটভাটা ভেঙে দিল পরিবেশ অধিদপ্তর,ID-3720.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Legal/Court,,No,
19 January 2020 05:55,ঢাকা বায়ুদূষণে আবার শীর্ষে,ID-3722.txt,False,Yes,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,Dishonest people,Government,,No,
02 December 2020 08:20,নড়াইলে পাঁচটি ইটভাটা ভেঙে দিয়েছে পরিবেশ অধিদপ্তর,ID-3723.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Environmental/Forestry Authority,,No,
15 January 2020 09:19,ঢাকার বেশির ভাগ স্থানেই হচ্ছে শব্দ দূষণ,ID-3724.txt,False,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Sound Pollution,General People,Scientists & Researcher,,No,
08 December 2019 07:29,"দূষণ বাড়ে, মৃত্যু বাড়ে, জিডিপি বাড়ে",ID-3726.txt,False,No,No,Yes,Yes,Real,Positive,India,Climate Change,All,Legal/Court,,No,
07 December 2019 08:05,বায়ু দূষণ: মেট্রোরেল-এলিভেটেড এক্সপ্রেসওয়ের জরিমানা,ID-3728.txt,False,No,No,Yes,Yes,Real,Neutral,Bangladesh,Air Pollution,Authority,Legal/Court,,No,
01 December 2019 10:26,কক্সবাজারে কয়লাভিত্তিক বিদ্যুৎ প্রকল্প হলে দূষণ ছড়াবে',ID-3729.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Pollution,,Other Authority,,No,
12 April 2024 06:31,"টাইগার হিলের পরিবেশ নষ্ট হচ্ছে, মামলা",ID-373.txt,False,Yes,No,No,No,Real,Positive,India,Foresty and Tree Plantation,Authority,Legal/Court,,No,
01 December 2019 05:00,অবৈধগুলো এখনই বন্ধ করা হোক ইটভাটার দূষণ,ID-3730.txt,False,No,No,Yes,No,Real,Positive,Bangladesh,Air Pollution,Government,Legal/Court,,No,
24 September 2020 05:21,"শের-ই-বাংলা মেডিকেল হাসপাতাল চত্বরে ভাগাড়, বিষিয়ে উঠেছে পরিবেশ",ID-3731.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Authority,Other Authority,,No,
03 November 2019 04:46,দূষণ রোধে দিল্লিতে বিদ্যুৎ-চালিত বাস চান ম্যার্কেল,ID-3733.txt,False,No,No,No,No,Real,Neutral,India,Environmental Pollution,,,,No,
29 July 2020 06:30,পরিবেশ রক্ষায় পুরস্কারের সবই দান করল কিশোরী থুনবার্গ,ID-3735.txt,False,No,No,No,No,Real,Positive,Global,Climate Change,,,,No,
05 June 2020 16:22,পরিবেশ সংরক্ষণ করলে রোগব্যাধি থেকে সুরক্ষা সহজ হতো: তথ্যমন্ত্রী,ID-3739.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Environmental Protection,,,,No,
08 August 2019 05:00,নদ-নদী রক্ষায় কোনো শৈথিল্য নয় ভৈরব নদে দখল-দূষণ,ID-3740.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,Dishonest people,Government,,No,
24 April 2020 11:22,করোনায় পাল্টে যাচ্ছে পরিবেশ-প্রকৃতি,ID-3741.txt,False,No,Yes,Yes,No,Real,Positive,Bangladesh,Climate Change,,,,No,
06 March 2020 12:52,রাজনীতির মাঠে ক্রমেই গুরুত্বপূর্ণ হয়ে উঠছে পরিবেশ ইস্যু,ID-3743.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,General People,Government,,No,
02 March 2020 02:00,পরিবেশ সহায়ক বায়োপ্লাস্টিকের ব্যবহার বাড়ানো দরকার,ID-3744.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,General People,Other Authority,,No,
26 February 2020 17:45,চবিতে গাছ সাবাড়ে জড়িতদের নোটিশ দিল পরিবেশ অধিদপ্তরের,ID-3745.txt,False,No,No,No,No,Real,Positive,Bangladesh,Forestry and Tree Plantation,Dishonest people,Government,,No,
01 June 2019 13:37,উন্নয়ন কর্মকাণ্ডের কারণে বায়ু দূষণ বাড়ছে,ID-3746.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Air Pollution,Industries,,,No,
24 February 2020 09:54,চবিতে গাছ ও পাহাড় কাটার প্রমাণ পেয়েছে পরিবেশ অধিদপ্তর,ID-3747.txt,False,No,No,No,No,Real,Negative,Bangladesh,Forestry and Tree Plantation,Dishonest people,Government,,No,
11 April 2024 06:49,"তিন মাস বন্ধ যন্ত্র, আটকে চলন্ত গাড়ির দূষণ মাপার কাজ",ID-375.txt,False,No,No,No,No,Real,Positive,India,Air Pollution,General People,Environmental/Forestry Authority,,No,
05 February 2020 06:17,প্রধানমন্ত্রী সুন্দরবন ও পরিবেশ রক্ষায় খুব আন্তরিক: মার্কিন রাষ্ট্রদূত,ID-3750.txt,False,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Protection,Government,Other Authority,,No,
29 January 2020 07:55,পলিথিনমুক্ত পরিবেশ চায় স্কাউটরা,ID-3753.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Plastic Pollution,General People,Other Authority,,No,
02 May 2019 09:44,"হালদায় তেল দূষণ, নদী কমিশন নড়ুন-চড়ুন",ID-3755.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,Authority,Government,,No,
29 April 2019 10:01,পরিবেশ প্লাস্টিক-দূষণ বাড়ছে,ID-3757.txt,False,No,Yes,Yes,No,Real,Neutral,Global,Plastic Pollution,,,,No,
13 December 2019 13:18,মুজিব বর্ষে পরিবেশ রক্ষার কর্মসূচি চান সুলতানা কামাল,ID-3759.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Environmental Protection,Dishonest people,,,No,
10 April 2024 13:04,ইদের ফ্যাশনে পরিবেশ বাঁচানোর ডাক! চটের বস্তা দিয়ে তৈরি কুর্তা-পাজামা এল বাজারে,ID-376.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,,,,No,
27 March 2019 09:08,দখল দূষণ অনিয়মের গ্রাসে নদী-নৌপথ,ID-3760.txt,False,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Water Resource Pollution,Dishonest people,Government,,No,
16 March 2019 09:37,নদ-নদী দখল ও দূষণ রোধে নৌসমাবেশ,ID-3762.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,Industries,,,No,
16 November 2019 11:37,‘কয়লাভিত্তিক বিদ্যুতের উৎপাদন পরিবেশ বিপর্যয় সৃষ্টি করবে’,ID-3764.txt,False,No,Yes,Yes,Yes,Real,Negative,Bangladesh,Environmental Pollution,World power,Government,,No,
09 April 2024 10:17,"পরিবেশবান্ধব ক্যাফে! বাসন থেকে রান্না, সবেতেই পরিবেশ সচেতনতার বার্তা",ID-377.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,,,,No,
23 September 2019 06:16,দুই প্রতিষ্ঠানকে ৮৪ লাখ টাকা জরিমানা পরিবেশ অধিদপ্তরের,ID-3772.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Industries,Environmental/Forestry Authority,,No,
16 July 2019 09:30,"পরিবেশ, উপকূল ও মানুষের সুরক্ষা চাই",ID-3778.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Dishonest people,General people,,No,
20 September 2018 05:06,পরিবেশ পরিচ্ছন্ন রাখার দায়িত্ব সবার দূষণ ও মৃত্যু,ID-3786.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Environmental Pollution,All,,,No,
07 January 2019 04:46,দূষিত হচ্ছে সমুদ্রের নীল জল,ID-3796.txt,False,Yes,Yes,Yes,Yes,Real,Positive,Bangladesh,Wildlife,General People,Government,,No,
28 March 2024 10:21,ঢাকার বাতাস আজ অস্বাস্থ্যকর,ID-38.txt,False,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,,,,No,
22 December 2018 07:53,পরিবেশ বাঁচানোর কথা কেউ বলল না!,ID-3801.txt,False,No,No,Yes,No,Real,Negative,Bangladesh,Environmental Pollution,Government,Legal/Court,,No,
04 November 2018 11:43,পরিবেশ বিষয়ে বৈশ্বিক ভোক্তাদের সচেতনতা বাড়ছে,ID-3817.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Protection,,Other Authority,,No,
09 December 2016 19:15,অনিরাপদ মল ব্যবস্থাপনায় ব্যাপক পরিবেশ দূষণ হচ্ছে,ID-3818.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,,Other Authority,,No,
21 October 2018 09:49,কয়লা ধুলেও ময়লা যায় না ভারতের!,ID-3822.txt,False,Yes,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,All,Scientists & Researcher,,No,
21 March 2018 08:55,দূষণ ও শিল্পের চাপে কোণঠাসা সুন্দরবন,ID-3823.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Plastic Pollution,Industries,,,No,
01 September 2018 09:38,মিয়ানমার-থাইল্যান্ড মহাসড়ক 'পরিবেশ বিপর্যয়কারী',ID-3826.txt,False,Yes,No,No,No,Real,Positive,Global,Climate Change,Government,Environmental/Forestry Authority,,No,
27 January 2018 13:24,গাজীপুরে শব্দ দূষণ করলেই শাস্তি,ID-3827.txt,False,No,No,No,No,Real,Positive,Bangladesh,Sound Pollution,Government,Legal/Court,,No,
23 July 2018 10:44,‘অতি উৎসাহী’ পুলিশ নিয়ে শঙ্কা আরিফুলের,ID-3830.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Climate Change,,,,No,
09 December 2017 07:25,দিল্লির দূষণ নিয়ে চিন্তিত আইসিসিও,ID-3833.txt,False,No,No,Yes,Yes,Real,Negative,India,Air Pollution,Government,Other Authority,,No,
05 June 2018 10:18,বিশ্ব পরিবেশ দিবস চিংড়ি চাষ বিপন্ন করছে দক্ষিণের পরিবেশ,ID-3838.txt,False,No,Yes,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,General People,Other Authority,,No,
11 November 2017 07:38,"দূষণ, আবর্জনার কবলে শীতলক্ষ্যা",ID-3839.txt,False,No,No,No,No,Real,Negative,Bangladesh,Water Resource Pollution,Industries,Other Authority,,No,
16 October 2017 11:05,বর্জ্যের দূষণ,ID-3843.txt,False,No,No,No,No,Real,Problematic,Bangladesh,Environmental Pollution,Industries,,,No,
24 August 2017 18:15,ট্যানারির বর্জ্যে ধলেশ্বরীর দূষণ রোধে হাইকোর্টের নির্দেশনা,ID-3847.txt,False,No,No,No,No,Real,Positive,Bangladesh,Heavy Metal,Industries,Legal/Court,,No,
04 February 2018 06:59,পরিবেশ রক্ষায় রিসালাত,ID-3852.txt,False,Yes,No,No,No,Real,Positive,Global,Climate Change,,UN,,No,
25 January 2018 08:03,"উন্নয়ন আগে শুধুই উন্নয়ন, গণতন্ত্র বা পরিবেশ পরে",ID-3854.txt,False,No,No,Yes,Yes,Real,Negative,Bangladesh,Forestry and Tree Plantation,Government,Other Authority,,No,
29 December 2017 07:41,পৃথিবী পরিবেশ ও অর্থনীতি দুটিই বাঁচাতে হবে,ID-3859.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Environmental Protection,General People,Other Authority,,No,
29 March 2024 08:02,"পরিবেশ মন্ত্রকের আপত্তি উড়িয়ে জঙ্গলে খনির বরাত আদানিদেরই, অস্বীকার ‘প্রভাব খাটানোর’ অভিযোগ",ID-386.txt,False,Yes,No,No,No,Maybe Real,Negative,India,Foresty and Tree Plantation,Dishonest people,Governent,,No,
11 June 2017 19:55,আইনানুগ ব্যবস্থা নিতে সংসদীয় কমিটির সুপারিশ গুলশান লেকের দূষণ রোধে ওয়াসার নিষ্ফল প্রকল্প,ID-3866.txt,False,Yes,No,Yes,No,Real,Positive,Bangladesh,Water Pollution,Authority,Government,,No,
